over,score,batsmen,bowler,comment,score_converted
19.2,0, Dinesh Karthik,Akash Madhwal ,"Full toss ball, outside off stump, Dinesh Karthik uncomfortably plays an aggressive pull shot on the front foot, no run, Appeal from the fielding side",
19.1,1, Akash Deep,Akash Madhwal ,"MADHWAL TO BOWL THE FINAL OVER!  full length ball, pitching on off stump, Akash Deep plays an aggressive on drive on the front foot for a single",
18.6,6, Dinesh Karthik,Jasprit Bumrah ,"DK THE LONE WARRIOR FOR RCB AT THE MOMENT!  full length ball, pitching outside off stump, an off-cutter, Dinesh Karthik standing deep in the crease plays a lofted drive and clears deep extra covers! That was a flat six from DK the finisher! ",
18.5,1, Akash Deep,Jasprit Bumrah ,"Full length ball, pitching on off stump, Akash Deep uncomfortably plays an aggressive front foot flick for a single",
18.4,W, Vyshak Vijaykumar,Jasprit Bumrah ,"FIFER FOR THE FIERCE BUMRAH! short of good length ball, pitching outside off stump, Vyshak Vijaykumar gets hurried due to the pace on it, mistimes the pull and hands over a simple catch to Nabi at mid-off!  WICKET Vyshak Vijaykumar c Mohammad Nabi b Jasprit Bumrah (Royal Challengers Bengaluru 170 Runs for 8 wickets)",
18.3,W, Saurav Chauhan,Jasprit Bumrah ,"JUST LIKE THAT BUMRAH PICKS HIS FOURTH!  short length ball, pitching outside off stump, gets big on Saurav Chauhan looking to smash it across. Gets a top edge while playing the pull and the fielder at mid-wicket takes a regulation catch!  WICKET Saurav Chauhan c Akash Madhwal b Jasprit Bumrah (Royal Challengers Bengaluru 170 Runs for 7 wickets)",
18.2,2, Saurav Chauhan,Jasprit Bumrah ,"Full length ball, pitching outside off stump, Saurav Chauhan uncomfortably plays an aggressive lofted off drive on the front foot for 2 runs",
18.1,0, Saurav Chauhan,Jasprit Bumrah ,"Short length ball, pitching outside off stump, Saurav Chauhan plays an aggressive pull shot on the back foot and is beaten",
17.6,6, Dinesh Karthik,Gerald Coetzee ,"PULLED MAGNIFICENTLY!  short length ball, pitching outside leg stump, Dinesh Karthik gets in the line of the stumps and plays a swivel pull towards fine leg using the pace of the bowler! Goes all the way! ",
17.5,1, Saurav Chauhan,Gerald Coetzee ,"Short of good length ball, pitching on off stump, Saurav Chauhan uncomfortably plays an aggressive lofted cover drive on the front foot for a single",
17.4,1, Dinesh Karthik,Gerald Coetzee ,"Full toss ball, outside leg stump, Dinesh Karthik uncomfortably plays an aggressive front foot flick for a single",
17.3,1, Saurav Chauhan,Gerald Coetzee ,"Short of good length ball, pitching outside leg stump, Saurav Chauhan plays an aggressive pull shot on the back foot for a single",
17.3,1, Saurav Chauhan,Gerald Coetzee ,"Good length ball, pitching outside leg stump, Saurav Chauhan plays a slog shot, 1 wide(s) gets added to the extras and is beaten",
17.2,4, Saurav Chauhan,Gerald Coetzee ,"SLICED FOR FOUR!  full toss ball, outside off stump, Saurav Chauhan throws his bat at it, slices it backward of point and gets four for it. ",
17.1,0, Saurav Chauhan,Gerald Coetzee ,"Full length ball, pitching outside off stump, Saurav Chauhan plays a defensive back foot push, no run",
16.6,1, Saurav Chauhan,Jasprit Bumrah ,"IMPACT PLAYER TO FACE THE HATTRICK BALL!  yorker ball, pitching on off stump, Saurav Chauhan plays a defensive back foot push for a single",
16.5,W, Mahipal Lomror,Jasprit Bumrah ,"TOE CRUSHER FROM BOOM BOOM! yorker ball, pitching on leg stump, Mahipal Lomror gets wrapped on the pads while looking to tuck it across. The finger goes up and a review confirms that it is bothering the leg stump. Review retained but Lomror has to depart!  WICKET Mahipal Lomror lbw Jasprit Bumrah (Royal Challengers Bengaluru 153 Runs for 6 wickets)   BOOM BOOM ON A HATTRICK!!! ",
16.4,W, Faf Du Plessis,Jasprit Bumrah ,"SPEARHEAD GETS THE SET BATTER!  full toss ball, on leg stump, Faf Du Plessis mistimes the lofted drive towards long on where a diving Tim David takes his second catch of the night!   WICKET Faf Du Plessis c Tim David b Jasprit Bumrah (Royal Challengers Bengaluru 153 Runs for 5 wickets)towards Long-On",
16.3,1, Dinesh Karthik,Jasprit Bumrah ,"Full toss ball, outside off stump, Dinesh Karthik plays an aggressive on drive on the front foot for a single",
16.2,1, Faf Du Plessis,Jasprit Bumrah ,"Full length ball, pitching outside off stump, Faf Du Plessis plays an aggressive cover drive on the front foot, 1 bye(s) gets added to the extras and is beaten, Appeal from the fielding side",
16.1,2, Faf Du Plessis,Jasprit Bumrah ,"BOOM BOOM BACK TO BOWL HIS 3RD!  full toss ball, on middle stump, Faf Du Plessis uncomfortably plays an aggressive lofted straight shot on the front foot for 2 runs",
15.6,4, Dinesh Karthik,Akash Madhwal ,"ANOTHER FOUR IN THE SAME REGION!  full length ball, pitching outside off stump, Dinesh Karthik goes after it, gets an outside edge which runs away to the third man boundary! ",
15.6,1, Dinesh Karthik,Akash Madhwal ,"Full length ball, pitching outside off stump, Dinesh Karthik offers no shot, 1 wide(s) gets added to the extras",
15.5,4, Dinesh Karthik,Akash Madhwal ,"DK MAKING THE THIRD MAN REGION HIS OWN!  good length ball, pitching outside off stump, Dinesh Karthik opens the face of the bat and glides it towards short third where a misfield yields four runs! DK turning this match on its head! ",
15.4,4, Dinesh Karthik,Akash Madhwal ,"REPEATS THE FEAT!  full toss ball, outside off stump, Dinesh Karthik once again brings out a scoop, slices it between Keeper and short third for another four! ",
15.3,0, Dinesh Karthik,Akash Madhwal ,"Full length ball, pitching outside off stump, Dinesh Karthik uncomfortably plays the scoop, no run",
15.2,4, Dinesh Karthik,Akash Madhwal ,"IMPROVISATION FROM DK!  full toss ball, outside off stump, Dinesh Karthik plays a reverse scoop and gets enough on it to clear short third man. Almost went all the way due to the pace on it! ",
15.1,1, Faf Du Plessis,Akash Madhwal ,"Full length ball, pitching outside off stump, Faf Du Plessis plays an aggressive cover drive on the front foot for a single",
15.1,1, Faf Du Plessis,Akash Madhwal ,"Full toss ball, outside off stump, Faf Du Plessis offers no shot, 1 wide(s) gets added to the extras",
14.6,0, Dinesh Karthik,Shreyas Gopal ,"Good length ball, pitching outside off stump, Dinesh Karthik plays an aggressive off drive on the front foot and is beaten",
14.5,0, Dinesh Karthik,Shreyas Gopal ,"Full length ball, pitching outside off stump, Dinesh Karthik uncomfortably plays a sweep shot, no run",
14.4,1, Faf Du Plessis,Shreyas Gopal ,"Good length ball, pitching outside off stump, Faf Du Plessis plays an aggressive lofted off drive on the front foot for a single",
14.3,6, Faf Du Plessis,Shreyas Gopal ,"FAF TAKING ON THE LEG SPINNER!  full length ball, pitching on off stump, Faf Du Plessis goes after the flighted delivery and connects wonderfully! Plays a lofted drive and clears long on with ease! ",
14.2,1, Dinesh Karthik,Shreyas Gopal ,"Good length ball, pitching outside off stump, Dinesh Karthik plays an aggressive pull shot on the front foot for a single",
14.1,1, Faf Du Plessis,Shreyas Gopal ,"Good length ball, pitching outside off stump, Faf Du Plessis plays an aggressive cover drive on the back foot for a single",
13.6,2, Dinesh Karthik,Romario Shepherd ,"Short of good length ball, pitching outside off stump, Dinesh Karthik plays an aggressive pull shot on the back foot for 2 runs",
13.5,1, Faf Du Plessis,Romario Shepherd ,"Short length ball, pitching outside off stump, Faf Du Plessis plays an aggressive pull shot on the back foot for a single",
13.4,4, Faf Du Plessis,Romario Shepherd ,"UP & OVER COVERS!  full length ball, pitching outside off stump, Faf Du Plessis treats the slot ball with disdain by playing a lofted shot over extra covers for a boundary! Much needed four for RCB!  Boundary after 14 balls! ",
13.3,1, Dinesh Karthik,Romario Shepherd ,"Short of good length ball, pitching outside off stump, Dinesh Karthik plays an aggressive lofted cover drive on the front foot for a single",
13.2,1, Faf Du Plessis,Romario Shepherd ,"Yorker ball, pitching on leg stump, Faf Du Plessis plays an aggressive front foot flick for a single",
13.1,1, Dinesh Karthik,Romario Shepherd ,"Full length ball, pitching outside off stump, Dinesh Karthik plays an aggressive on drive on the front foot for a single",
12.6,2, Faf Du Plessis,Shreyas Gopal ,"Full length ball, pitching on off stump, Faf Du Plessis plays an aggressive on drive on the front foot for 2 runs. What an over from the Leggie, 4 runs and a big wicket of the big show Glenn Maxwell! ",
12.5,1, Dinesh Karthik,Shreyas Gopal ,"Good length ball, pitching on middle stump, Dinesh Karthik plays a defensive back foot push for a single",
12.4,0, Dinesh Karthik,Shreyas Gopal ,"Good length ball, pitching on off stump, Dinesh Karthik uncomfortably plays a defensive back foot push, no run",
12.3,0, Dinesh Karthik,Shreyas Gopal ,"INSIDE EDGE SAVES DK! good length ball, pitching on off stump, Dinesh Karthik gets struck on the pads while looking to play a reverse sweep. An inside edge saves him on that occasion! ",
12.2,W, Glenn Maxwell,Shreyas Gopal ,"MAXWELL DONE IN BY AN EXCELLENT GOOGLY! good length ball, pitching outside off stump and turning back in, Glenn Maxwell gets struck on the pads while looking to tuck it across. The Umpire did not doubt that one, that was plumb!   WICKET Glenn Maxwell lbw Shreyas Gopal (Royal Challengers Bengaluru 108 Runs for 4 wickets)",
12.1,1, Faf Du Plessis,Shreyas Gopal ,"Short of good length ball, pitching outside off stump, Faf Du Plessis plays a defensive back foot push for a single",
11.6,0, Glenn Maxwell,Gerald Coetzee ,"Short of good length ball, pitching outside off stump, Glenn Maxwell plays a defensive forward push, no run",
11.5,0, Glenn Maxwell,Gerald Coetzee ,"Good length ball, pitching outside off stump, Glenn Maxwell plays an aggressive off drive on the front foot, straight to the fielder",
11.5,1, Glenn Maxwell,Gerald Coetzee ,"Short length ball, pitching outside off stump, Glenn Maxwell offers no shot, 1 wide(s) gets added to the extras",
11.4,0, Glenn Maxwell,Gerald Coetzee ,"Short length ball, pitching outside off stump, Glenn Maxwell uncomfortably plays a defensive back foot push, no run",
11.3,W, Rajat Patidar,Gerald Coetzee ,"COETZEE GETS HIS REVENGE!  HE IS PUMPED! short length ball, pitching outside off stump, Rajat Patidar gets cramped while looking to pull it across. Extra pace on that one just allows the batter to get a glove on it. The Keeper completes the formality!  WICKET Rajat Patidar c Ishan Kishan b Gerald Coetzee (Royal Challengers Bengaluru 105 Runs for 3 wickets)",
11.2,6, Rajat Patidar,Gerald Coetzee ,"SHAANDAAR PATIDAAR!  good length ball, pitching outside off stump, Rajat Patidar stands and delivers yet again, swings across to long on and gets maximum connection to get maximum result! Doing that to someone with that kind of pace is not an easy thing! ",
11.1,6, Rajat Patidar,Gerald Coetzee ,"COETZEE WELCOMED WITH A SIXER!  full toss ball, on off stump, Rajat Patidar stays put and heaves it across using excellent wrist work to generate power. Clears the mid-wicket boundary! ",
10.6,1, Rajat Patidar,Jasprit Bumrah ,"Yorker ball, pitching on off stump, Rajat Patidar plays a defensive shot on back foot for a single",
10.5,0, Rajat Patidar,Jasprit Bumrah ,"DRS LOST! short length ball, pitching outside off stump and angling in, Rajat Patidar gets beaten while looking to back away. The Keeper seems interested and MI have taken a review to find a flat line as the ball passes the bat! Not out! ",
10.4,1, Faf Du Plessis,Jasprit Bumrah ,"Short of good length ball, pitching outside off stump, Faf Du Plessis plays an aggressive cover drive on the back foot for a single",
10.3,1, Rajat Patidar,Jasprit Bumrah ,"Good length ball, pitching outside off stump, Rajat Patidar plays an aggressive on drive on the front foot for a single",
10.2,0, Rajat Patidar,Jasprit Bumrah ,"Short length ball, pitching outside off stump, Rajat Patidar offers no shot",
10.1,1, Faf Du Plessis,Jasprit Bumrah ,"BOOM BOOM BACK INTO THE ATTACK!  full toss ball, outside leg stump, Faf Du Plessis plays an aggressive on drive on the front foot for a single",
9.6,2, Rajat Patidar,Hardik Pandya ,"Good length ball, pitching outside off stump, Rajat Patidar aggressively plays a square drive on the front foot for 2 runs",
9.6,1, Rajat Patidar,Hardik Pandya ,"Short of good length ball, pitching wide outside off stump, Rajat Patidar offers no shot, 1 wide(s) gets added to the extras",
9.6,1, Rajat Patidar,Hardik Pandya ,"Good length ball, pitching outside off stump, Rajat Patidar offers no shot, 1 wide(s) gets added to the extras",
9.5,6, Rajat Patidar,Hardik Pandya ,"PICKED THE BONES OUT OF THAT ONE!  good length ball, pitching outside off stump, Rajat Patidar swings through the line, gets it right out of the middle of the bat and hits it a long way into the stands at long-on! Stand & deliver stuff from Rajat Patidar! ",
9.4,2, Rajat Patidar,Hardik Pandya ,"Short of good length ball, pitching outside off stump, Rajat Patidar plays an aggressive off drive on the front foot for 2 runs",
9.3,1, Faf Du Plessis,Hardik Pandya ,"Short of good length ball, pitching outside off stump, Faf Du Plessis plays an aggressive cover drive on the front foot for a single",
9.2,0, Faf Du Plessis,Hardik Pandya ,"Good length ball, pitching outside off stump, Faf Du Plessis plays an aggressive cover drive on the back foot, straight to the fielder",
9.1,0, Faf Du Plessis,Hardik Pandya ,"SKIPPER COMES TO BOWL HIS FIRST!  short of good length ball, pitching outside off stump, Faf Du Plessis plays an aggressive cut shot and is beaten",
8.6,1, Faf Du Plessis,Shreyas Gopal ,"Full length ball, pitching on off stump, Faf Du Plessis uncomfortably plays an aggressive lofted on drive on the front foot for a single",
8.5,1, Rajat Patidar,Shreyas Gopal ,"Full length ball, pitching on off stump, Rajat Patidar uncomfortably plays a slog sweep for a single",
8.4,6, Rajat Patidar,Shreyas Gopal ,"RIGHT OUT OF THE MIDDLE OF THE BAT!  full length ball, pitching on off stump, Rajat Patidar gets down on one knee and slog sweeps it towards deep mid-wicket for a massive six! What connection, that was six the moment it left his bat!    partnership between these Two !",
8.3,0, Rajat Patidar,Shreyas Gopal ,"Good length ball, pitching outside off stump, Rajat Patidar plays an aggressive square drive on back foot, straight to the fielder",
8.2,0, Rajat Patidar,Shreyas Gopal ,"Full length ball, pitching outside off stump, Rajat Patidar uncomfortably plays an aggressive on drive on the front foot, no run",
