,over,score,batsmen,bowler,comment,score_converted
3361,14.3,0,Dinesh Karthik,Mayank Yadav ,"Good length ball, pitching outside off stump, Dinesh Karthik offers no shot",0
3362,14.2,W,Rajat Patidar,Mayank Yadav ,"AND THE SPEEDSTER STRIKES AGAIN    short of good length ball, pitching outside off stump, Rajat Patidar Attempting a pull off a short one outside off, Patidar only manages a top edge. The ball skyrockets and DDP, in deep backward square leg, makes no mistake, clinching a fantastic catch. DDP's stellar night in the field continues, now with 3 catches and a run-out to his name.  WICKET Rajat Patidar c Devdutt Padikkal b Mayank Yadav (Royal Challengers Bengaluru 103 Runs for 6 wickets) Devdutt Padikkal with his third catch of the evening along with a direct-hit ????  Meanwhile, Mayank Yadav gets his third wicket ????  Follow the Match ?? https://t.co/ZZ42YW8tPz#TATAIPL | #RCBvLSG pic.twitter.com/9pGP9Jiarq — IndianPremierLeague (@IPL) April 2, 2024",8
3363,14.1,0,Rajat Patidar,Mayank Yadav ,"Short of good length ball, pitching outside off stump, Rajat Patidar plays a defensive shot on back foot, no run",0
3364,13.6,1,Rajat Patidar,Yash Thakur ,"Full length ball, pitching on off stump, Rajat Patidar plays an aggressive on drive on the front foot for a single",1
3365,13.5,1,Mahipal Lomror,Yash Thakur ,"Good length ball, pitching outside leg stump, Mahipal Lomror uncomfortably plays an aggressive pull shot on the back foot, 1 leg bye(s) gets added to the extras",1
3366,13.4,1,Rajat Patidar,Yash Thakur ,"Good length ball, pitching outside off stump, Rajat Patidar plays a defensive forward push for a single",1
3367,13.3,1,Mahipal Lomror,Yash Thakur ,"Good length ball, pitching on off stump, Mahipal Lomror glides it for a single",1
3368,13.2,4,Mahipal Lomror,Yash Thakur ,"OFF THE MARK WITH A   short of good length ball, pitching outside off stump, Mahipal Lomror gets on top of the ball and smashes it over point for a boundary.",4
3369,13.1,1,Rajat Patidar,Yash Thakur ,"YASH THAKUR INTO THE ATTACK  good length ball, pitching outside off stump, Rajat Patidar plays an aggressive on drive on the front foot for a single",1
3370,12.6,0,Mahipal Lomror,Marcus Stoinis ,"Short of good length ball, pitching outside off stump, Mahipal Lomror plays an aggressive cut shot and is beaten",0
3371,12.5,W,Anuj Rawat,Marcus Stoinis ,"MARCOS ""BREAKTHROUGH"" STOINIS  short of good length ball, pitching outside off stump, Anuj Rawat advancing down the wicket in hopes of liberation, Rawat is caught off guard by Marcus Stoinis's clever short delivery. The attempted pull, rushed and mistimed, sends the ball spiraling toward mid on. Padikkal, with precision and grace, swoops in from the circle, sliding to secure a catch that ends Rawat's night  ???? up for @RCBTweets  But they lose Anuj Rawat in the chase and face a challenging task ahead!  Impact player Mahipal Lomror joins Rajat Patidar in the middle  Follow the Match ?? https://t.co/ZZ42YW8tPz#TATAIPL | #RCBvLSG pic.twitter.com/MrvTGq4YpT — IndianPremierLeague (@IPL) April 2, 2024  WICKET Anuj Rawat c Devdutt Padikkal b Marcus Stoinis (Royal Challengers Bengaluru 94 Runs for 5 wickets)",8
3372,12.5,5,Anuj Rawat,Marcus Stoinis ,"Short length ball, pitching outside off stump, Anuj Rawat offers no shot, 5 wide(s) gets added to the extras",5
3373,12.4,2,Anuj Rawat,Marcus Stoinis ,"Short of good length ball, pitching outside off stump, Anuj Rawat plays an upper cut for 2 runs",2
3374,12.3,0,Anuj Rawat,Marcus Stoinis ,"Good length ball, pitching outside off stump, Anuj Rawat plays an aggressive off drive on the front foot, straight to the fielder",0
3375,12.2,1,Rajat Patidar,Marcus Stoinis ,"Good length ball, pitching outside off stump, Rajat Patidar uncomfortably plays a forward defensive shot for a single",1
3377,11.6,4,Rajat Patidar,Ravi Bishnoi ,"PRECISE FROM PATIDAR  full length ball, pitching outside off stump, Rajat Patidar ,as cool as the other side of the pillow, stands his ground, eyes locked on the prize. With a swing that's as graceful as it is deadly, he sends the ball sailing straight back over the non-striker, a bullet shot that long on can only watch in despair. Boundary!",4
3378,11.5,6,Rajat Patidar,Ravi Bishnoi ,"PATIDAR BRINGING THE HEAT ! short of good length ball, pitching on off stump, Rajat Patidar instincts kick into overdrive. With a swivel that's as quick as it is lethal, he launches into the ball, dispatching it with authority over cow corner. The result? A colossal six",6
3379,11.4,1,Anuj Rawat,Ravi Bishnoi ,"Short of good length ball, pitching outside off stump, Anuj Rawat plays an aggressive pull shot on the back foot for a single",1
3380,11.3,1,Rajat Patidar,Ravi Bishnoi ,"Full length ball, pitching on off stump, Rajat Patidar plays a slog sweep for a single",1
3381,11.2,1,Anuj Rawat,Ravi Bishnoi ,"Full length ball, pitching on leg stump, Anuj Rawat plays a sweep shot for a single",1
3382,11.1,0,Anuj Rawat,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Anuj Rawat plays a defensive forward push and is beaten",0
3383,10.6,1,Anuj Rawat,Yash Thakur ,"Short of good length ball, pitching outside off stump, Anuj Rawat plays a defensive shot on back foot for a single",1
3384,10.5,1,Rajat Patidar,Yash Thakur ,"Good length ball, pitching outside off stump, Rajat Patidar plays a defensive back foot push for a single",1
3385,10.4,6,Rajat Patidar,Yash Thakur ,"FINALLLY PATIDAR GOES BIG !  short of good length ball, pitching on off stump, Rajat Patidar smartly gets inside the line of the delivery and uses the angle to his advantage. A powerful flick of the wrists sends the ball soaring over the fine leg fence for a massive SIX!  This breaks a dry spell of 3 overs without a boundary for RCB.",6
3386,10.3,1,Anuj Rawat,Yash Thakur ,"Short of good length ball, pitching outside off stump, Anuj Rawat plays an aggressive off drive on the back foot for a single",1
3387,10.2,0,Anuj Rawat,Yash Thakur ,"Short length ball, pitching outside off stump, Anuj Rawat plays an upper cut and is beaten",0
3388,10.1,0,Anuj Rawat,Yash Thakur ,"YASH THAKUR INTO THE ATTACK,  short of good length ball, pitching on leg stump, Anuj Rawat uncomfortably plays a defensive shot on back foot, no run",0
3391,9.4,1,Anuj Rawat,Mayank Yadav ,"Short of good length ball, pitching outside off stump, Anuj Rawat plays an aggressive cut shot for a single",1
3392,9.3,0,Anuj Rawat,Mayank Yadav ,"Short length ball, pitching outside leg stump, Anuj Rawat hooks it and is beaten",0
3393,9.2,2,Anuj Rawat,Mayank Yadav ,"Full length ball, pitching on leg stump, Anuj Rawat plays an aggressive front foot flick for 2 runs",2
3394,9.1,0,Anuj Rawat,Mayank Yadav ,"Short of good length ball, pitching outside leg stump, Anuj Rawat plays an aggressive pull shot on the back foot and is beaten",0
3395,8.6,0,Rajat Patidar,Haq ,"Good length ball, pitching outside off stump, Rajat Patidar plays a forward defensive shot, no run",0
3396,8.5,0,Rajat Patidar,Haq ,"Good length ball, pitching outside off stump, Rajat Patidar plays a forward defensive shot and is beaten",0
3397,8.4,1,Anuj Rawat,Haq ,"Good length ball, pitching outside leg stump, Anuj Rawat glides it for a single",1
3398,8.3,0,Anuj Rawat,Haq ,"Good length ball, pitching on middle stump, Anuj Rawat offers no shot",0
3399,8.2,0,Anuj Rawat,Haq ,"Good length ball, pitching outside leg stump, Anuj Rawat plays a defensive shot on back foot and is beaten",0
3400,8.1,0,Anuj Rawat,Haq ,"PACE FROM BOTH ENDS good length ball, pitching outside leg stump, Anuj Rawat plays a defensive back foot push, no run",0
3401,7.6,1,Anuj Rawat,Mayank Yadav ,"Short of good length ball, pitching outside leg stump, Anuj Rawat uncomfortably plays a forward defensive shot, 1 leg bye(s) gets added to the extras",1
3402,7.5,0,Anuj Rawat,Mayank Yadav ,"Full length ball, pitching outside off stump, Anuj Rawat plays a forward defensive shot, no run",0
3403,7.4,W,Cameron Green,Mayank Yadav ,"ABSOLUTE   BOWLING FROM YADAV     good length ball, pitching outside off stump, Cameron Green has no answers as the ball rockets past his defenses and crashes into the top of the off-stump. Yadav is pumped up with a well-deserved wicket!    WICKET Cameron Green b Mayank Yadav (Royal Challengers Bengaluru 58 Runs for 4 wickets) ???????????????????? ????????????????! ????????  Mayank Yadav with an absolute ripper to dismiss Cameron Green ????  Head to @JioCinema and @StarSportsIndia to watch the match LIVE#TATAIPL | #RCBvLSG pic.twitter.com/sMDrfmlZim — IndianPremierLeague (@IPL) April 2, 2024",8
3404,7.3,4,Cameron Green,Mayank Yadav ,"STREAKY FROM CAM GREEN  good length ball, pitching outside off stump, Cameron Green takes his chance, stepping out of the way and pulling it aerially in front of square leg. Fielder at wide mid-on leaps desperately but can only get fingertips on it as the ball clips away for a boundary.",4
3405,7.2,0,Cameron Green,Mayank Yadav ,"Short of good length ball, pitching outside off stump, Cameron Green plays an aggressive cut shot and is beaten",0
3406,7.1,0,Cameron Green,Mayank Yadav ,"Short of good length ball, pitching outside off stump, Cameron Green plays a defensive shot on back foot, no run",0
3407,6.6,1,Cameron Green,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Cameron Green plays a defensive back foot push for a single",1
3408,6.5,0,Cameron Green,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Cameron Green plays a defensive back foot push, no run",0
3409,6.4,1,Rajat Patidar,Ravi Bishnoi ,"Good length ball, pitching on leg stump, Rajat Patidar plays a defensive forward push for a single",1
3410,6.3,0,Rajat Patidar,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Rajat Patidar uncomfortably plays a defensive back foot push, no run",0
3411,6.2,1,Cameron Green,Ravi Bishnoi ,"Full length ball, pitching on off stump, Cameron Green plays an aggressive front foot flick for a single",1
3412,6.2,1,Cameron Green,Ravi Bishnoi ,"Good length ball, pitching on leg stump, Cameron Green leg glances it, 1 wide(s) gets added to the extras",1
3413,6.1,2,Cameron Green,Ravi Bishnoi ,"Full length ball, pitching on off stump, Cameron Green drives it straight aggressively using the front foot for 2 runs",2
3414,5.6,4,Rajat Patidar,Mayank Yadav ,"PATIDAR WITH A SMALL PATCHWORK  full length ball, pitching on off stump, Rajat Patidar gets into a good position and flicks it stylishly past the diving square leg fielder for a much-needed boundary!",4
3415,5.5,1,Cameron Green,Mayank Yadav ,"Full length ball, pitching outside off stump, Cameron Green glides it for a single",1
3416,5.4,W,Glenn Maxwell,Mayank Yadav ,"MAXI THROWS AWAY HIS WICKET, LSG IN THE FRONT FOOT short of good length ball, pitching outside off stump, Glenn Maxwell goes for the big pull over mid-wicket, but completely mistimes it. It's a top edge that flies straight into the hands of the waiting fielder at mid-on  WICKET Glenn Maxwell c Nicholas Pooran b Mayank Yadav (Royal Challengers Bengaluru 43 Runs for 3 wickets)",8
3417,5.3,0,Glenn Maxwell,Mayank Yadav ,"Short length ball, pitching outside off stump, Glenn Maxwell offers no shot",0
3418,5.2,1,Rajat Patidar,Mayank Yadav ,"Good length ball, pitching outside off stump, Rajat Patidar glides it for a single",1
3419,5.1,W,Faf Du Plessis,Mayank Yadav ,"Full length ball, pitching on off stump, Faf Du Plessis plays an aggressive on drive on the front foot WICKET Faf Du Plessis run out Devdutt Padikkal (Royal Challengers Bengaluru 42 Runs for 2 wickets) towards Mid-Wicket",8
3420,4.6,1,Faf Du Plessis,M Siddharth ,"Good length ball, pitching outside off stump, Faf Du Plessis plays a defensive back foot push for a single",1
3421,4.5,0,Faf Du Plessis,M Siddharth ,"Good length ball, pitching on leg stump, Faf Du Plessis plays a defensive back foot push, no run",0
3423,4.3,0,Rajat Patidar,M Siddharth ,"Good length ball, pitching outside off stump, Rajat Patidar plays a defensive back foot push, no run",0
3424,4.2,W,Virat Kohli,M Siddharth ," OH NO! Kohli departs after a blitzstart! full length ball, pitching on leg stump, Virat Kohlimisreads it completely and ends up looping it towards backward point. He goes for a swing over mid-wicket but gets a leading edge. The fielder at backward point pouches it safely as Kohli falls after a quickfire cameo.   WICKET Virat Kohli c Devdutt Padikkal b M Siddharth (Royal Challengers Bengaluru 40 Runs for 1 wickets) Virat Kohli provides a solid start but young Manimaran Siddharth has his big wicket! #RCB 42/1 after 5 overs.  Follow the Match ?? https://t.co/ZZ42YW8tPz#TATAIPL | #RCBvLSG pic.twitter.com/W6D6Cq1zBo — IndianPremierLeague (@IPL) April 2, 2024",8
3425,4.1,4,Virat Kohli,M Siddharth ,"RCB OFF TO A FLYING START  good length ball, pitching on middle stump, Virat Kohli backs away and expertly cuts it through the gap between point and cover-point for another boundary.",4
3426,3.6,4,Faf Du Plessis,Haq ,"EASY PICKINGS FROM FAF   full length ball, pitching outside off stump, du Plessis picks his spot with ease. He lifts it over mid-on for a comfortable one-bounce four.",4
3427,3.5,0,Faf Du Plessis,Haq ,"Good length ball, pitching outside off stump, Faf Du Plessis uncomfortably plays an aggressive on drive on the front foot, no run",0
3428,3.4,1,Virat Kohli,Haq ,"Full toss ball, outside off stump, Virat Kohli plays an aggressive front foot flick for a single",1
3429,3.3,6,Virat Kohli,Haq ,"VK YOU BEAUTY   good length ball, pitching outside off stump, Virat Kohli wasn't interested in negotiating. He keeps his balance perfectly and absolutely clobbers it straight over the bowler's head for a massive six! Full face of the bat and a solid connection!",6
3430,3.2,0,Virat Kohli,Haq ,"Full length ball, pitching outside off stump, Virat Kohli plays an aggressive off drive on the front foot, straight to the fielder",0
3431,3.1,0,Virat Kohli,Haq ,"PACE BROUGHT INTO THE ATTACK NOW good length ball, pitching outside off stump, Virat Kohli steps down and plays an aggressive on drive, straight to the fielder ",0
3432,2.6,4,Faf Du Plessis,M Siddharth ,"FAF 2 PLESSIS good length ball, pitching outside off stump, Faf Du Plessis  stands tall and unleashes an authoritative punch that rockets past the diving cover fielder for another boundary! Siddharth is feeling the heat!",4
3433,2.5,4,Faf Du Plessis,M Siddharth ,"CLATTERED AWAY   good length ball, pitching on off stump, Faf Du Plessis rocks back and slaps it flat-batted over the head of the non-striker for a crunching four!",4
